WARD93_ID,NAME,SHAPE_Length,SHAPE_Area,OBJECTID
2416,HARBOUR,10.6069362178259,5.56708699834422,526
1801,BALLYMACASH,7673.50905891631,1921961.84612433,527
731,LADYBROOK,6982.04269488887,1287244.25114494,528
2614,VICTORIA BRIDGE,56753.80133079,81414958.3693383,529
2519,STRULE,8576.34444785425,1706439.17094403,530
1713,ROESIDE,7043.22166755738,1322823.36088667,531
703,BALLYHACKAMORE,5160.22785725609,1151352.50629534,532
1703,ENAGH,4492.99875703054,759328.855637476,533
603,BANNSIDE,50479.8894196874,71301028.217201,534
2301,ABBEY,9523.08539056409,1931223.04190534,535
203,BRADSHAW'S BRAE,19184.3937617547,10389671.9544193,536
921,WYNCHURCH,3517.25677028647,494267.945822995,537
1207,CHURCH,3299.73801416597,554708.717109315,538
318,OBSERVATORY,10664.3100351126,4179881.26576041,539
506,DUNLOY,27488.0950139976,22400156.6092816,540
2603,CLARE,61361.8679384774,89682292.8630999,541
309,HAMILTONSBAWN,52206.2627070876,54753782.1382746,542
1212,DRUMGOR,11142.8666549086,3003653.86988167,543
1319,SAINTFIELD,20534.176375178,13949648.3320659,544
217,PORTAVOGIE,27669.5943500075,22964005.9101819,545
2208,CREGGAN,51430.0848556131,59942312.8788486,546
2320,MALLUSK,23861.763742403,23659714.4183784,547
2207,CLONALLAN,10173.8904931047,2596677.90757355,548
715,CHERRYVALLEY,9741.8207209339,1988272.65676557,549
416,GRANGE,47065.1261726369,60368644.598469,550
2520,TERMON,57475.7097297673,84420850.9682718,551
1211,DRUMGASK,9533.63711286829,2885186.73369958,552
1830,BALLINDERRY,47693.5770712303,57697732.7548632,553
1422,MULLAGHMORE,10569.869681374,4017702.98491159,554
2103,BONAMARGY AND RATHLIN,9104.32503276058,2310734.18202765,555
1817,LAGAN VALLEY,5493.87428565367,1058839.41760403,556
2510,FAIRY WATER,54860.8108568238,94311489.0347604,557
601,BALLYDOWN,15378.1973185698,7950256.60288684,558
1502,BELCOO AND GARRISON,104416.370866856,202301589.54507,559
2413,CULTRA,13778.8505113132,6447681.66929924,560
2411,CRAIGAVAD,23.2575209979707,32.3634384994951,561
1213,EDENDERRY,6033.76195560433,1714656.791633,562
1009,GARVAGH,43062.4576750857,53298351.6607392,563
2227,ST MARY'S,6697.07245008764,1986209.68917875,564
610,GILFORD,21284.1288480633,15477900.179181,565
315,LOUGHGALL,30803.4557201389,32642583.3851899,566
814,WHITEHEAD,12187.4408571528,6453982.38392631,567
1112,POMEROY,34525.983211299,39063485.5649936,568
1414,DONAGHMORE,37186.8825425665,27651103.2409828,569
1419,KILLYMEAL,14248.7919321551,6084606.14255303,570
306,DEMESNE,9683.76185057337,3404598.69205127,571
2202,BALLYBOT,6370.64549959598,1385293.01210607,572
2225,SILVER BRIDGE,46486.1890918143,56830849.5222149,573
2305,BALLYHENRY,5247.05040044429,878188.155964546,574
732,LEGONIEL,17070.9641044424,8823328.69850456,575
751,WOODVALE,3715.74494746782,572004.491094235,576
807,KILLYCROT,6437.54705353792,1080461.6252554,577
711,BLOOMFIELD,3543.1747809148,742346.19867292,578
924,CARRYDUFF EAST,14621.5817407607,4067997.70458449,579
729,ISLAND,11509.607192343,3809335.37786274,580
1905,BRANDYWELL,5100.92430504301,662243.231539176,581
1928,THE DIAMOND,4602.15342819444,834569.206952598,582
2309,CARNMONEY,5556.38715478802,828680.160779938,583
917,MONEYREAGH,36947.8352726173,36301781.8645735,584
709,BELMONT,7442.73952191555,1787173.88162427,585
1908,CLAUDY,51369.7343252821,82574283.0109754,586
1821,MAGHERALAVE,6823.40199675902,1693750.55656049,587
1204,BALLYORAN,15147.1363045924,9896586.23811619,588
224,COMBER EAST,20242.1595968558,13294643.9894687,589
1914,CULMORE,21207.4431711209,9905384.94815772,590
403,BALLEE,4961.29894913605,1521221.37785761,591
2403,BALLYMAGEE,4167.3188282748,793909.858273127,592
1907,CAW,6766.40814105781,1242383.86991413,593
613,LOUGHBRICKLAND,33318.4866479986,42015002.6144965,594
301,ABBEY PARK,11755.5366734123,3471219.04211523,595
2423,SPRING HILL,4670.17115381971,1024384.62174006,596
744,THE MOUNT,4413.10304633125,746489.612481622,597
1102,COAGH,36435.7275157549,28959367.9380022,598
911,GRAHAM'S BRIDGE,5962.1812114466,923230.270040749,599
2504,COOLNAGARD,7495.18001025518,2194285.30581361,600
803,CLIPPERSTOWN,3354.50033634764,521122.362517309,601
1116,TULLAGH,5850.4033557081,1079936.55312292,602
210,GLEN,11529.5926300814,4637086.24328764,603
2421,RATHGAEL,3788.0676156745,484438.124173074,604
2422,SILVERSTREAM,3266.02832425465,556736.430701465,605
1932,CREVAGH,28215.9469002207,26160075.939734,606
508,GLEBE,6327.53916447946,933174.820841873,607
1113,SANDHOLES,36906.1145849929,40213181.5319809,608
1522,ROSSORRY,15491.2739429919,5768846.3973895,609
802,BONEYBEFORE,3859.08756263239,565069.185020914,610
411,DUNMINNING,54152.2326002154,52763849.2759158,611
1508,DERRYLIN,54908.7285684847,105632575.399108,612
723,FINAGHY,7420.86707225218,2593503.91837049,613
745,UPPER MALONE,14747.8598943476,4323173.12313149,614
1021,WATERSIDE,6730.70877429895,2380764.01656064,615
2610,PLUMBRIDGE,99520.3776284274,205112341.794121,616
1935,KILFENNAN,4157.06712025827,825325.616658656,617
1011,KILREA,27672.1378263439,26372381.1239907,618
1816,KNOCKMORE,13332.8496902443,4303891.14316023,619
1809,DUNMURRY,6098.31619855708,1465594.07524236,620
1301,ARDGLASS,25.040296160692,37.7914259958402,621
2411,CRAIGAVAD,20.1914820788658,21.2968135026094,622
2103,BONAMARGY AND RATHLIN,40391.2376768096,14411708.2050951,623
1322,STRANGFORD,51736.8415674504,79029524.8357356,624
